"numcoutrex","codesolution","coderex","minicoutrex","maxicoutrex","reelcoutrex","codemonnaiecoutrex","codeunitecoutrex","codedifficulte","codelicense"
"462","370","2044",NULL,NULL,NULL,"1","1",NULL,"3"
"463","240","819",NULL,NULL,NULL,"1","1",NULL,"3"
"464","804","819",NULL,NULL,NULL,"1","1",NULL,"3"
"465","240","1765",NULL,NULL,NULL,"1","1",NULL,"3"
"466","240","835",NULL,NULL,NULL,"1","1",NULL,"3"
"467","804","835",NULL,NULL,NULL,"1","1",NULL,"3"
"468","777","1806",NULL,NULL,"70000","3","1",NULL,"3"
"469","192","1806",NULL,NULL,"60000","3","1",NULL,"3"
"470","839","1806",NULL,NULL,"130000","3","1",NULL,"3"
"471","1085","1806",NULL,NULL,"3200000","3","1",NULL,"3"
"472","937","1806",NULL,NULL,"58000","3","1",NULL,"3"
"473","1087","1806",NULL,NULL,"8000","3","1",NULL,"3"
"474","211","1806",NULL,NULL,"608000","3","1",NULL,"3"
"475","869","1806",NULL,NULL,"160000","3","1",NULL,"3"
"476","719","1806",NULL,NULL,"1295000","3","1",NULL,"3"
"477","79","1806",NULL,NULL,"198000","3","1",NULL,"3"
"478","95","1806",NULL,NULL,"90000","3","1",NULL,"3"
"479","891","854",NULL,NULL,"700000","3","1",NULL,"3"
"480","50","854",NULL,NULL,"14500","3","1",NULL,"3"
"481","918","854",NULL,NULL,"4000","3","1",NULL,"3"
"482","211","854",NULL,NULL,"75000","3","1",NULL,"3"
"483","1054","854",NULL,NULL,"2000000","3","1",NULL,"3"
"484","240","830",NULL,NULL,NULL,"1","1",NULL,"3"
"485","804","830",NULL,NULL,NULL,"1","1",NULL,"3"
"486","1090","1818",NULL,NULL,NULL,"1","1",NULL,"3"
"487","804","1818",NULL,NULL,NULL,"1","1",NULL,"3"
"488","804","1867",NULL,NULL,NULL,"1","1",NULL,"3"
"489","240","1867",NULL,NULL,NULL,"1","1",NULL,"3"
"490","804","1869",NULL,NULL,NULL,"1","1",NULL,"3"
"491","240","1869",NULL,NULL,NULL,"1","1",NULL,"3"
"492","804","1870",NULL,NULL,NULL,"1","1",NULL,"3"
"493","240","1870",NULL,NULL,NULL,"1","1",NULL,"3"
"494","804","1871",NULL,NULL,NULL,"1","1",NULL,"3"
"495","240","1871",NULL,NULL,NULL,"1","1",NULL,"3"
"496","240","1872",NULL,NULL,NULL,"1","1",NULL,"3"
"497","804","1872",NULL,NULL,NULL,"1","1",NULL,"3"
"498","1091","662",NULL,NULL,"25000000","3","1",NULL,"3"
"499","936","662",NULL,NULL,"5000000","3","1",NULL,"3"
"500","182","1906",NULL,NULL,"100000","3","1",NULL,"3"
"501","1092","1906",NULL,NULL,"400000","3","1",NULL,"3"
"502","1034","1906",NULL,NULL,"401000","3","1",NULL,"3"
"503","1093","1906",NULL,NULL,"240000","3","1",NULL,"3"
"504","974","1906",NULL,NULL,"270000","3","1",NULL,"3"
"505","192","1906",NULL,NULL,"100000","3","1",NULL,"3"
"506","1087","1906",NULL,NULL,"180000","3","1",NULL,"3"
"507","1022","1906",NULL,NULL,"3000000","3","1",NULL,"3"
"508","1094","1906",NULL,NULL,"1000000","3","1",NULL,"3"
"509","430","1906",NULL,NULL,"130000","3","1",NULL,"3"
"510","918","516",NULL,NULL,"885000","9","1",NULL,"3"
"511","943","1176",NULL,NULL,"59000","2","1",NULL,"3"
"512","160","1564",NULL,NULL,"477","3","1",NULL,"3"
"513","154","1564",NULL,NULL,"79245","3","1",NULL,"3"
"514","889","1752",NULL,NULL,"25000","3","1",NULL,"3"
"515","1056","1752",NULL,NULL,"60000","3","1",NULL,"3"
"516","768","1752",NULL,NULL,"200000","3","1",NULL,"3"
"517","1017","1752",NULL,NULL,"250000","3","1",NULL,"3"
"518","799","1752",NULL,NULL,"50000","3","1",NULL,"3"
"519","295","1565",NULL,NULL,"2490","3","1",NULL,"3"
"520","336","1565",NULL,NULL,"2500","3","1",NULL,"3"
"521","329","1565",NULL,NULL,"4744","3","1",NULL,"3"
"522","851","1565",NULL,NULL,"72987","3","1",NULL,"3"
"523","171","1565",NULL,NULL,"582","3","1",NULL,"3"
"524","160","1565",NULL,NULL,"326","3","1",NULL,"3"
"525","139","1565",NULL,NULL,"4490","3","1",NULL,"3"
"526","62","49",NULL,NULL,NULL,"1","1",NULL,"3"
"527","427","59",NULL,NULL,"153000","2","1",NULL,"3"
"528","63","1301",NULL,NULL,"22000","3","1",NULL,"3"
"529","719","1301",NULL,NULL,"62000","3","1",NULL,"3"
"530","154","1301",NULL,NULL,"244000","3","1",NULL,"3"
"531","355","1566",NULL,NULL,"49000","3","1",NULL,"3"
"532","336","1566",NULL,NULL,"9000","3","1",NULL,"3"
"533","321","1566",NULL,NULL,"80000","3","1",NULL,"3"
"534","708","1566",NULL,NULL,"75000","3","1",NULL,"3"
"535","160","1567",NULL,NULL,"2600","3","1",NULL,"3"
"536","697","1567",NULL,NULL,"59850","3","1",NULL,"3"
"537","139","1567",NULL,NULL,"5450","3","1",NULL,"3"
"538","140","1568",NULL,NULL,"30400","3","1",NULL,"3"
"539","160","1569",NULL,NULL,"367","3","1",NULL,"3"
"540","170","1569",NULL,NULL,"45000","3","1",NULL,"3"
"541","719","1569",NULL,NULL,"5273","3","1",NULL,"3"
"542","839","1569",NULL,NULL,"30876","3","1",NULL,"3"
"543","334","1569",NULL,NULL,"2004","3","1",NULL,"3"
"544","331","1572",NULL,NULL,"134000","3","1",NULL,"3"
"545","309","1574",NULL,NULL,"2300","3","1",NULL,"3"
"546","352","1574",NULL,NULL,"2300","3","1",NULL,"3"
"547","192","1574",NULL,NULL,"1500","3","1",NULL,"3"
"548","937","1574",NULL,NULL,"4635","3","1",NULL,"3"
"549","152","1574",NULL,NULL,"500","3","1",NULL,"3"
"550","329","1574",NULL,NULL,"50","3","1",NULL,"3"
"551","333","1575",NULL,NULL,NULL,"1","1",NULL,"3"
"552","160","1575",NULL,NULL,"1720","3","1",NULL,"3"
"553","1000","1575",NULL,NULL,"1200","3","1",NULL,"3"
"554","889","1575",NULL,NULL,"1600","3","1",NULL,"3"
"555","719","1577",NULL,NULL,"86100","3","1",NULL,"3"
"556","1014","1577",NULL,NULL,"28800","3","1",NULL,"3"
"557","246","1577",NULL,NULL,"3220","3","1",NULL,"3"
"558","719","1577",NULL,NULL,"42100","3","1",NULL,"3"
"559","321","1577",NULL,NULL,"1924","3","1",NULL,"3"
"560","321","1577",NULL,NULL,"340","3","1",NULL,"3"
"561","295","1577",NULL,NULL,"1200","3","1",NULL,"3"
"562","1026","1574",NULL,NULL,"20000","3","1",NULL,"3"
"563","160","1578",NULL,NULL,"31740","3","1",NULL,"3"
"564","889","1578",NULL,NULL,"121200","3","1",NULL,"3"
"565","140","1578",NULL,NULL,"112325","3","1",NULL,"3"
"566","334","1578",NULL,NULL,"406","3","1",NULL,"3"
"567","334","1578",NULL,NULL,"203","3","1",NULL,"3"
"568","160","1579",NULL,NULL,"180","3","1",NULL,"3"
"569","1055","1579",NULL,NULL,"17","3","1",NULL,"3"
"570","1056","1579",NULL,NULL,"1840","3","1",NULL,"3"
"571","1055","1579",NULL,NULL,"54","3","1",NULL,"3"
"572","329","1579",NULL,NULL,"14339","3","1",NULL,"3"
"573","221","1579",NULL,NULL,"14339","3","1",NULL,"3"
"574","321","1579",NULL,NULL,"1797","3","1",NULL,"3"
"575","1055","1579",NULL,NULL,"367","3","1",NULL,"3"
"576","329","1580",NULL,NULL,"8364","3","1",NULL,"3"
"577","321","1580",NULL,NULL,"995","3","1",NULL,"3"
"578","1056","1580",NULL,NULL,"327","3","1",NULL,"3"
"579","140","1582",NULL,NULL,"4901","3","1",NULL,"3"
"580","171","1582",NULL,NULL,"350","3","1",NULL,"3"
"581","295","1582",NULL,NULL,"14100","3","1",NULL,"3"
"582","719","1582",NULL,NULL,"6950","3","1",NULL,"3"
"583","309","1583",NULL,NULL,"18000","3","1",NULL,"3"
"584","321","1583",NULL,NULL,"587","3","1",NULL,"3"
"585","218","1583",NULL,NULL,"5250","3","1",NULL,"3"
"586","150","1583",NULL,NULL,"18230","3","1",NULL,"3"
"587","719","1583",NULL,NULL,"42002","3","1",NULL,"3"
"588","136","1584",NULL,NULL,"600","3","1",NULL,"3"
"589","331","1584",NULL,NULL,"2106","3","1",NULL,"3"
"590","334","1584",NULL,NULL,"600","3","1",NULL,"3"
"591","1055","1584",NULL,NULL,"720","3","1",NULL,"3"
"592","1026","1584",NULL,NULL,"166600","1","1",NULL,"3"
"593","1026","1584",NULL,NULL,"100000","3","1",NULL,"3"
"594","329","1585",NULL,NULL,"61875","3","1",NULL,"3"
"595","140","1585",NULL,NULL,"400","3","1",NULL,"3"
"596","171","1585",NULL,NULL,"1980","3","1",NULL,"3"
"597","295","1585",NULL,NULL,"1600","3","1",NULL,"3"
"598","1055","1587",NULL,NULL,"1300","3","1",NULL,"3"
"599","211","1587",NULL,NULL,"600","3","1",NULL,"3"
"600","321","1587",NULL,NULL,"6120","3","1",NULL,"3"
"601","192","1587",NULL,NULL,"1235","3","1",NULL,"3"
"602","419","1587",NULL,NULL,"22400","3","1",NULL,"3"
"603","1056","1587",NULL,NULL,"390","3","1",NULL,"3"
"604","750","1587",NULL,NULL,"85","3","1",NULL,"3"
"605","196","1587",NULL,NULL,"500","3","1",NULL,"3"
"606","719","1808",NULL,NULL,"10000","3","1",NULL,"3"
"607","503","1838",NULL,NULL,"16000","3","1",NULL,"3"
"608","240","1860",NULL,NULL,"120000","3","1",NULL,"3"
"609","70","1881",NULL,NULL,"41000","3","1",NULL,"3"
"610","70","1881",NULL,NULL,"69000","3","1",NULL,"3"
"611","1055","1881",NULL,NULL,"115000","3","1",NULL,"3"
"612","1055","1881",NULL,NULL,"16000","3","1",NULL,"3"
"613","329","1881",NULL,NULL,"19000","3","1",NULL,"3"
"614","385","1897",NULL,NULL,"45000","3","1",NULL,"3"
"615","331","1943",NULL,NULL,"168833","3","1",NULL,"3"
"616","950","412",NULL,NULL,"11000","2","1",NULL,"3"
"617","1055","513",NULL,NULL,"500000","9","1",NULL,"3"
"618","94","514",NULL,NULL,"600000","9","1",NULL,"3"
"619","914","1294",NULL,NULL,"96000","2","1",NULL,"3"
"620","914","1294",NULL,NULL,"60000","2","1",NULL,"3"
"621","914","1298",NULL,NULL,"184000","2","1",NULL,"3"
"622","724","2078",NULL,NULL,"3425","2","1",NULL,"3"
"623","1033","2079",NULL,NULL,"1200000","2","1",NULL,"3"
"624","914","214",NULL,NULL,NULL,"2","1",NULL,"3"
"625","222","273",NULL,NULL,"50000","2","1",NULL,"3"
"626","847","335",NULL,NULL,"460000","2","1",NULL,"3"
"627","154","98",NULL,NULL,"29500","3","1",NULL,"3"
"628","1031","98",NULL,NULL,"13400","3","1",NULL,"3"
"629","182","98",NULL,NULL,"13400","3","1",NULL,"3"
"630","246","98",NULL,NULL,"300","3","1",NULL,"3"
"631","182","98",NULL,NULL,"1480","3","1",NULL,"3"
"632","211","98",NULL,NULL,"3200","3","1",NULL,"3"
"633","1031","162",NULL,NULL,"200000","3","1",NULL,"3"
"634","321","162",NULL,NULL,"200000","3","1",NULL,"3"
"635","1055","162",NULL,NULL,"10000000","3","1",NULL,"3"
"636","1019","162",NULL,NULL,"32000000","3","1",NULL,"3"
"637","136","131",NULL,NULL,"50","3","1",NULL,"3"
"638","1479","131",NULL,NULL,"4250","3","1",NULL,"3"
"639","427","101",NULL,NULL,"16934","3","1",NULL,"3"
"640","336","1752",NULL,NULL,"150000","3","1",NULL,"3"
"643","1459","2080",NULL,NULL,"51260","2","1",NULL,"3"
"649","1460","2081",NULL,NULL,"240000","5","1",NULL,"3"
"650","1460","2082",NULL,NULL,"245000","3","1",NULL,"3"
"651","1460","2083",NULL,NULL,"160000","2","1",NULL,"3"
"652","1460","2084",NULL,NULL,"371475","3","1",NULL,"3"
"653","1461","2085",NULL,NULL,"23000000","2","1",NULL,"3"
"654","1459","2086",NULL,NULL,"9600","2","1",NULL,"3"
"655","1459","2087",NULL,NULL,"17200","2","1",NULL,"3"
"656","1459","2088",NULL,NULL,"18950","2","1",NULL,"3"
"657","1459","2089",NULL,NULL,"26000","2","1",NULL,"3"
"658","1459","2090",NULL,NULL,"80000","2","1",NULL,"3"
"659","1459","2091",NULL,NULL,"8390","2","1",NULL,"3"
"660","1460","2094",NULL,NULL,"57888","1","1",NULL,"3"
"661","240","1876",NULL,NULL,"10000000","3","1",NULL,"3"
"662","1005","153",NULL,NULL,"50000","2","1",NULL,"3"
"663","1","153",NULL,NULL,"350000","2","1",NULL,"3"
"664","76","523",NULL,NULL,"15000","7","1",NULL,"3"
"665","1007","775",NULL,NULL,"50270","5","1",NULL,"3"
"666","1022","775",NULL,NULL,"2647580","5","1",NULL,"3"
"667","777","776",NULL,NULL,"336022","5","1",NULL,"3"
"668","777","777",NULL,NULL,"300540","5","1",NULL,"3"
"669","483","778",NULL,NULL,"228148","5","1",NULL,"3"
"670","1481","778",NULL,NULL,"623006","5","1",NULL,"3"
"671","1481","779",NULL,NULL,"794639","5","1",NULL,"3"
"672","777","779",NULL,NULL,"1453487","5","1",NULL,"3"
"673","776","779",NULL,NULL,"43470","5","1",NULL,"3"
"674","97","779",NULL,NULL,"224559","5","1",NULL,"3"
"675","780","779",NULL,NULL,"5580","5","1",NULL,"3"
"676","776","779",NULL,NULL,"216800","5","1",NULL,"3"
"677","783","779",NULL,NULL,"375023","5","1",NULL,"3"
"678","483","779",NULL,NULL,"700000","5","1",NULL,"3"
"679","777","780",NULL,NULL,"339200","5","1",NULL,"3"
"680","1481","780",NULL,NULL,"82800","5","1",NULL,"3"
"681","1003","780",NULL,NULL,"115790","5","1",NULL,"3"
"682","777","781",NULL,NULL,"157121","5","1",NULL,"3"
"683","1486","782",NULL,NULL,"70000","5","1",NULL,"3"
"684","777","1496",NULL,NULL,"142480","5","1",NULL,"3"
"685","1486","1497",NULL,NULL,"330904","5","1",NULL,"3"
"686","777","1498",NULL,NULL,"810765","5","1",NULL,"3"
"687","1481","1498",NULL,NULL,"386177","5","1",NULL,"3"
"688","1055","1498",NULL,NULL,"320167","5","1",NULL,"3"
"689","1003","1498",NULL,NULL,"50840","5","1",NULL,"3"
"690","82","1498",NULL,NULL,"141225","5","1",NULL,"3"
"691","1481","1518",NULL,NULL,"297678","5","1",NULL,"3"
"692","1481","1519",NULL,NULL,"249868","5","1",NULL,"3"
"693","1481","1520",NULL,NULL,"183825","5","1",NULL,"3"
"694","777","1520",NULL,NULL,"163790","5","1",NULL,"3"
"695","1481","1521",NULL,NULL,"314200","5","1",NULL,"3"
"696","777","1521",NULL,NULL,"349853","5","1",NULL,"3"
"697","1481","1637",NULL,NULL,"93300","5","1",NULL,"3"
"698","777","1637",NULL,NULL,"338000","5","1",NULL,"3"
"699","777","1638",NULL,NULL,"426975","5","1",NULL,"3"
"700","321","1639",NULL,NULL,"112846","5","1",NULL,"3"
"701","777","1639",NULL,NULL,"151212","5","1",NULL,"3"
"702","1481","1640",NULL,NULL,"105800","5","1",NULL,"3"
"703","777","1640",NULL,NULL,"246100","5","1",NULL,"3"
"704","777","1641",NULL,NULL,"585135","5","1",NULL,"3"
"705","1481","1641",NULL,NULL,"469762","5","1",NULL,"3"
"706","776","1642",NULL,NULL,"237649","5","1",NULL,"3"
"707","777","1642",NULL,NULL,"144592","5","1",NULL,"3"
"708","780","1642",NULL,NULL,"173800","5","1",NULL,"3"
"709","1481","1642",NULL,NULL,"234347","5","1",NULL,"3"
"710","777","1643",NULL,NULL,"417390","5","1",NULL,"3"
"711","1481","1643",NULL,NULL,"288352","5","1",NULL,"3"
"712","1","1644",NULL,NULL,"106691","5","1",NULL,"3"
"713","777","1645",NULL,NULL,"351050","5","1",NULL,"3"
"714","776","1646",NULL,NULL,"31953","5","1",NULL,"3"
"715","777","1646",NULL,NULL,"139216","5","1",NULL,"3"
"716","1481","1647",NULL,NULL,"95801","5","1",NULL,"3"
"717","1481","1648",NULL,NULL,"104279","5","1",NULL,"3"
"718","483","1649",NULL,NULL,"83662","5","1",NULL,"3"
"719","777","1649",NULL,NULL,"300540","5","1",NULL,"3"
"720","1481","1650",NULL,NULL,"250921","5","1",NULL,"3"
"721","1481","1651",NULL,NULL,"196668","5","1",NULL,"3"
"722","1481","1652",NULL,NULL,"364097","5","1",NULL,"3"
"723","1481","1653",NULL,NULL,"194643","5","1",NULL,"3"
"724","1481","1654",NULL,NULL,"194712","1","1",NULL,"3"
"725","1481","1655",NULL,NULL,"101300","1","1",NULL,"3"
"726","1481","1656",NULL,NULL,"94342","5","1",NULL,"3"
"727","1486","1657",NULL,NULL,"342068","5","1",NULL,"3"
"728","777","1658",NULL,NULL,"391099","5","1",NULL,"3"
"729","482","1686",NULL,NULL,"39885","5","1",NULL,"3"
"730","1017","1686",NULL,NULL,"4960000","5","1",NULL,"3"
"731","335","1950",NULL,NULL,"12000","2","1",NULL,"3"
"732","184","768",NULL,NULL,"339447","5","1",NULL,"3"
"733","80","768",NULL,NULL,"550000","5","1",NULL,"3"
"734","780","768",NULL,NULL,"490000","5","1",NULL,"3"
"735","348","769",NULL,NULL,"72907","5","1",NULL,"3"
"736","482","769",NULL,NULL,"40475","5","1",NULL,"3"
"737","776","769",NULL,NULL,"24830","5","1",NULL,"3"
"738","89","770",NULL,NULL,"357595","5","1",NULL,"3"
"739","784","771",NULL,NULL,"1356713","5","1",NULL,"3"
"740","784","772",NULL,NULL,"352892","1","1",NULL,"3"
"741","784","773",NULL,NULL,"3059558","5","1",NULL,"3"
"742","784","774",NULL,NULL,"59626","5","1",NULL,"3"
"743","214","1492",NULL,NULL,"73727","5","1",NULL,"3"
"744","784","1493",NULL,NULL,"699761","5","1",NULL,"3"
"745","1486","1494",NULL,NULL,"168000","1","1",NULL,"3"
"746","784","1495",NULL,NULL,"40868","5","1",NULL,"3"
"747","1055","1509",NULL,NULL,"73676","5","1",NULL,"3"
"748","780","1515",NULL,NULL,"251040","5","1",NULL,"3"
"749","89","1516",NULL,NULL,"377935","5","1",NULL,"3"
"750","804","1517",NULL,NULL,"49648","5","1",NULL,"3"
"751","89","1541",NULL,NULL,"150332","5","1",NULL,"3"
"752","1143","1542",NULL,NULL,"53000","5","1",NULL,"3"
"753","1055","1543",NULL,NULL,"86924","5","1",NULL,"3"
"754","784","1544",NULL,NULL,"263250","5","1",NULL,"3"
"755","784","1545",NULL,NULL,"460000","1","1",NULL,"3"
"756","1481","1545",NULL,NULL,"655500","1","1",NULL,"3"
"757","780","1626",NULL,NULL,"12800","5","1",NULL,"3"
"758","1143","1627",NULL,NULL,"84687","5","1",NULL,"3"
"759","713","1628",NULL,NULL,"20305","5","1",NULL,"3"
"760","784","1629",NULL,NULL,"4008285","5","1",NULL,"3"
"761","78","1629",NULL,NULL,"7209604","1","1",NULL,"3"
"762","784","1630",NULL,NULL,"2150486","5","1",NULL,"3"
"763","784","1631",NULL,NULL,"599476","5","1",NULL,"3"
"764","1486","1632",NULL,NULL,"54781","5","1",NULL,"3"
"765","784","1633",NULL,NULL,"120358","5","1",NULL,"3"
"766","784","1634",NULL,NULL,"139925","5","1",NULL,"3"
"767","1486","1635",NULL,NULL,"361146","5","1",NULL,"3"
"768","1055","1636",NULL,NULL,"68675","5","1",NULL,"3"
"769","1083","1695",NULL,NULL,"502150","5","1",NULL,"3"
"770","1083","1696",NULL,NULL,"36850","5","1",NULL,"3"
"771","784","1697",NULL,NULL,"34950","5","1",NULL,"3"
"772","784","1534",NULL,NULL,"1059500","5","1",NULL,"3"
"773","784","1535",NULL,NULL,"30290","5","1",NULL,"3"
"774","784","1536",NULL,NULL,"7806904","5","1",NULL,"3"
"775","784","1537",NULL,NULL,"4141800","1","1",NULL,"3"
"776","1482","1538",NULL,NULL,"7925002","5","1",NULL,"3"
"777","836","1538",NULL,NULL,"124389","5","1",NULL,"3"
"778","836","1623",NULL,NULL,"99516","5","1",NULL,"3"
"779","1483","1624",NULL,NULL,"65987","5","1",NULL,"3"
"780","784","1624",NULL,NULL,"521170","5","1",NULL,"3"
"781","784","1684",NULL,NULL,"4742330","5","1",NULL,"3"
"782","427","1730",NULL,NULL,"2668","5","1",NULL,"3"
"783","804","1501",NULL,NULL,"23200","5","1",NULL,"3"
"784","804","1502",NULL,NULL,"25600","5","1",NULL,"3"
"785","804","1503",NULL,NULL,"421600","5","1",NULL,"3"
"786","780","1503",NULL,NULL,"373000","5","1",NULL,"3"
"787","804","1504",NULL,NULL,"879750","5","1",NULL,"3"
"788","804","1505",NULL,NULL,"20600","5","1",NULL,"3"
"789","804","1506",NULL,NULL,"559400","5","1",NULL,"3"
"790","804","1532",NULL,NULL,"1379425","5","1",NULL,"3"
"791","1484","1670",NULL,NULL,"74700","5","1",NULL,"3"
"792","2","1611",NULL,NULL,"1834242","5","1",NULL,"3"
"793","2","1612",NULL,NULL,"851927","5","1",NULL,"3"
"794","46","1612",NULL,NULL,"851927","5","1",NULL,"3"
"796","1480","1752",NULL,NULL,"20000","3","1",NULL,"3"
"797","1477","1752",NULL,NULL,"10000","3","1",NULL,"3"
"798","1478","1752",NULL,NULL,"50000","3","1",NULL,"3"
"799","1479","1752",NULL,NULL,"50000","3","1",NULL,"3"
"800","1485","1752",NULL,NULL,"5000","5","1",NULL,"3"
"801","1476","1567",NULL,NULL,"370","3","1",NULL,"3"
"802","1472","1567",NULL,NULL,"15000","3","1",NULL,"3"
"803","1475","1580",NULL,NULL,"1800","3","1",NULL,"3"
"804","1474","1575",NULL,NULL,"2000","3","1",NULL,"3"
"805","1003","501",NULL,NULL,NULL,"1","1",NULL,"3"
"806","356","501",NULL,NULL,NULL,"1","1",NULL,"3"
"807","214","501",NULL,NULL,NULL,"1","1",NULL,"3"
"808","1486","793",NULL,NULL,"33916","5","1",NULL,"3"
"809","1484","794",NULL,NULL,"15315","5","1",NULL,"3"
"810","780","794",NULL,NULL,"141858","5","1",NULL,"3"
"811","1487","795",NULL,NULL,"95000","5","1",NULL,"3"
"812","1484","795",NULL,NULL,"18835","5","1",NULL,"3"
"813","1139","795",NULL,NULL,"335640","5","1",NULL,"3"
"814","1488","796",NULL,NULL,"188107","5","1",NULL,"3"
"815","1488","798",NULL,NULL,"99283","5","1",NULL,"3"
"816","1143","799",NULL,NULL,"153450","5","1",NULL,"3"
"817","95","800",NULL,NULL,NULL,"5","1",NULL,"3"
"818","1139","800",NULL,NULL,NULL,"5","1",NULL,"3"
"819","1489","1499",NULL,NULL,"470750","5","1",NULL,"3"
"820","1486","1499",NULL,NULL,"534000","5","1",NULL,"3"
"821","1139","1524",NULL,NULL,"208914","5","1",NULL,"3"
"822","1486","1525",NULL,NULL,"84000","5","1",NULL,"3"
"823","1486","1526",NULL,NULL,"70860","5","1",NULL,"3"
"824","553","1609",NULL,NULL,"178651","5","1",NULL,"3"
"825","1139","1663",NULL,NULL,"326065","5","1",NULL,"3"
"826","333","1663",NULL,NULL,"326065","5","1",NULL,"3"
"827","427","1664",NULL,NULL,"12324","5","1",NULL,"3"
"828","1143","1665",NULL,NULL,"80494","5","1",NULL,"3"
"829","1490","1666",NULL,NULL,"117870","5","1",NULL,"3"
"830","1139","1666",NULL,NULL,"334315","5","1",NULL,"3"
"831","1484","1666",NULL,NULL,"28715","5","1",NULL,"3"
"832","1486","1666",NULL,NULL,"120000","5","1",NULL,"3"
"833","1484","1667",NULL,NULL,"334525","5","1",NULL,"3"
"834","97","1667",NULL,NULL,"445525","5","1",NULL,"3"
"835","1484","1668",NULL,NULL,"15845","5","1",NULL,"3"
"836","937","1668",NULL,NULL,"250045","5","1",NULL,"3"
"837","1486","1668",NULL,NULL,"250045","5","1",NULL,"3"
"838","1486","1687",NULL,NULL,"48468","5","1",NULL,"3"
"839","1143","792",NULL,NULL,"58305","5","1",NULL,"3"
"840","804","1606",NULL,NULL,"7889952","5","1",NULL,"3"
"841","553","1734",NULL,NULL,"35740","5","1",NULL,"3"
"842","1484","765",NULL,NULL,"231838","5","1",NULL,"3"
"843","358","765",NULL,NULL,"245624","5","1",NULL,"3"
"844","955","765",NULL,NULL,"1274903","5","1",NULL,"3"
"845","1143","766",NULL,NULL,"210081","5","1",NULL,"3"
"848","719","2050",NULL,NULL,NULL,"1","1",NULL,"3"
"849","154","2050",NULL,NULL,NULL,"1","1",NULL,"3"
"850","914","1464",NULL,NULL,"107080","2","1",NULL,"3"
"851","582","1464",NULL,NULL,"22025","2","1",NULL,"3"
"852","768","660",NULL,NULL,NULL,"1","1",NULL,"3"
"853","872","660",NULL,NULL,NULL,"1","1",NULL,"3"
"854","329","660",NULL,NULL,NULL,"1","1",NULL,"3"
"855","342","662",NULL,NULL,NULL,"1","1",NULL,"3"
"856","482","662",NULL,NULL,"0","3","1",NULL,"3"
"857","1055","662",NULL,NULL,"400000","3","1",NULL,"3"
"858","882","662",NULL,NULL,"500000","3","1",NULL,"3"
"859","943","662",NULL,NULL,"0","3","1",NULL,"3"
"860","500","662",NULL,NULL,"248000","3","1",NULL,"3"
"861","199","662",NULL,NULL,NULL,"1","1",NULL,"3"
"862","128","662",NULL,NULL,NULL,"1","1",NULL,"3"
"863","415","663",NULL,NULL,"70000","3","1",NULL,"3"
"864","932","664",NULL,NULL,NULL,"1","1",NULL,"3"
"865","955","664",NULL,NULL,NULL,"1","1",NULL,"3"
"866","974","666",NULL,NULL,NULL,"1","1",NULL,"3"
"867","887","667",NULL,NULL,"1500","3","1",NULL,"3"
"868","981","668",NULL,NULL,NULL,"1","1",NULL,"3"
"869","430","668",NULL,NULL,NULL,"1","1",NULL,"3"
"870","500","668",NULL,NULL,NULL,"1","1",NULL,"3"
"871","92","669",NULL,NULL,NULL,"1","1",NULL,"3"
"872","358","669",NULL,NULL,NULL,"1","1",NULL,"3"
"873","320","669",NULL,NULL,NULL,"1","1",NULL,"3"
"874","1065","670",NULL,NULL,"2581168","3","1",NULL,"3"
"875","1491","670",NULL,NULL,"249500","3","1",NULL,"3"
"876","334","670",NULL,NULL,NULL,"1","1",NULL,"3"
"877","146","670",NULL,NULL,NULL,"1","1",NULL,"3"
"878","1035","670",NULL,NULL,NULL,"1","1",NULL,"3"
"879","361","670",NULL,NULL,NULL,"1","1",NULL,"3"
"880","920","670",NULL,NULL,NULL,"1","1",NULL,"3"
"883","1484","671",NULL,NULL,NULL,"1","1",NULL,"3"
"884","329","671",NULL,NULL,NULL,"1","1",NULL,"3"
"885","154","671",NULL,NULL,NULL,"1","1",NULL,"3"
"886","1128","671",NULL,NULL,NULL,"1","1",NULL,"3"
"887","334","671",NULL,NULL,NULL,"1","1",NULL,"3"
"888","1002","671",NULL,NULL,NULL,"1","1",NULL,"3"
"889","503","671",NULL,NULL,NULL,"1","1",NULL,"3"
"890","551","1466",NULL,NULL,"724000","2","1",NULL,"3"
"893","914","1467",NULL,NULL,"395500","2","1",NULL,"3"
"894","914","1468",NULL,NULL,"14239","2","1",NULL,"3"
"895","196","672",NULL,NULL,NULL,"1","1",NULL,"3"
"896","367","672",NULL,NULL,NULL,"1","1",NULL,"3"
"897","212","672",NULL,NULL,NULL,"1","1",NULL,"3"
"898","582","1469",NULL,NULL,"17570","2","1",NULL,"3"
"899","711","672",NULL,NULL,NULL,"1","1",NULL,"3"
"900","500","672",NULL,NULL,NULL,"1","1",NULL,"3"
"901","582","1470",NULL,NULL,"65500","2","1",NULL,"3"
"902","582","1471",NULL,NULL,"32000","2","1",NULL,"3"
"903","970","673",NULL,NULL,NULL,"1","1",NULL,"3"
"904","582","1472",NULL,NULL,"16500","2","1",NULL,"3"
"905","430","673",NULL,NULL,NULL,"1","1",NULL,"3"
"906","1484","673",NULL,NULL,NULL,"1","1",NULL,"3"
"907","955","673",NULL,NULL,NULL,"1","1",NULL,"3"
