"numrex","codereference","codepublic","codemonnaie","codetauxmonnaie","gainfinancierrex","gainfinancierperioderex","energierex","codeuniteenergie","codeperiodeenergie","codeenergierex","gesrex","ratiogainrex","trirex","capexrex","capexperioderex","opexrex","codeTechno1","codeTechno2","codeTechno3","codetravaux","codereseau","codelicense","availablelangue"
"1575","2289","3","3","3","158117","3","1808","11","3","2",NULL,"0.124",NULL,"6520","2",NULL,"3","11","1","1","1","3","2,3,4"
"1576","2290","3","3","3","25936000","3",NULL,"1","1","1",NULL,NULL,"0.4","9930000","2",NULL,"17","19","21","1","1","3","2,3,4"
"1577","2291","3","3","3","177893","3","856589","5","3","2","390",NULL,"0.95","163684","2",NULL,"18","16","1","1","1","3","2,3,4"
"1578","2292","3","3","3","795002","3","115405","11","3","2",NULL,"0.46","0.45","358153","2",NULL,"3","11","49","1","1","3","2,3,4"
"1579","2293","3","3","3","19277","3","1411","11","3","1",NULL,NULL,"1","18594","2",NULL,"8","11","12","1","1","3","2,3,4"
"1580","2294","3","3","3","7957","3","948","11","3","1",NULL,NULL,"0.38","9686","2",NULL,"19","11","8","1","1","3","2,3,4"
"1582","2296","3","3","3","78278","3","1173","11","3","1",NULL,NULL,"0.33","25490","2",NULL,"19","3","1","1","1","3","2,3,4"
"1583","2297","3","3","3","65238","3","5700","11","3","1",NULL,NULL,"1","67869","2",NULL,"12","11","15","1","1","3","2,3,4"
"1584","2298","3","3","3","677882","3","97391","5","3","1",NULL,NULL,"0.41","270626","2",NULL,"19","1","1","1","1","3","2,3,4"
"1585","2299","3","3","3","343743","3","632853","5","3","1",NULL,NULL,"1.9","65855","2",NULL,"8","1","1","1","1","3","2,3,4"
"1586","2300","3","3","3",NULL,"3",NULL,"1","1","1",NULL,NULL,NULL,NULL,"2",NULL,"32","1","1","3","4","3","2,3,4"
"1587","2301","3","3","3","346000","3","475000","5","3","1",NULL,NULL,NULL,"32630","2",NULL,"19","17","8","1","1","3","2,3,4"
"1588","2302","3","3","3","35871","3","430347","5","3","2","394","0.67",NULL,NULL,"2",NULL,"8","1","1","3","1","3","2,3,4"
"1589","2303","3","3","3","115557","3","1076960","5","3","2","988","0.49",NULL,NULL,"2",NULL,"8","1","1","1","1","3","2,3,4"
"1590","2304","1","3","3","168973","3","1536120","5","3","2","1536",NULL,NULL,NULL,"2",NULL,"8","1","1","1","1","3","2,3,4"
"1591","2305","3","3","3","29489","3","210634","5","3","2","173",NULL,NULL,NULL,"2",NULL,"8","1","1","3","1","3","2,3,4"
"1592","2306","3","3","3","257790","3","2806035","5","3","2","2460","0.6",NULL,NULL,"2",NULL,"8","1","1","3","1","3","2,3,4"
"1593","2307","3","3","3","70954","3","618258","5","3","2","508","0.6",NULL,NULL,"2",NULL,"8","1","1","3","1","3","2,3,4"
"1594","2308","3","3","3","24902","3","194499","5","3","2","160",NULL,NULL,NULL,"2",NULL,"8","1","1","3","1","3","2,3,4"
"1595","2309","3","3","3","67064","3","649306","5","3","2","604",NULL,NULL,NULL,"2",NULL,"8","1","1","3","3","3","2,3,4"
"1596","2310","3","3","3","301872","3","2584527","5","3","2","2344",NULL,"0.4",NULL,"2",NULL,"8","1","1","3","3","3","2,3,4"
"1597","2311","3","3","3","48563","3","404691","5","3","2","409","0.82",NULL,NULL,"2",NULL,"8","1","1","3","1","3","2,3,4"
"1598","2312","3","3","3","50000","3","413216","5","3","2","371","0.66",NULL,NULL,"2",NULL,"8","1","1","3","1","3","2,3,4"
"1599","2313","3","3","3","29532","3","256803","5","3","2","231","0.78",NULL,NULL,"2",NULL,"8","1","1","3","1","3","2,3,4"
"1600","2314","3","3","3","75231","3","505790","5","3","2","463",NULL,NULL,NULL,"2",NULL,"8","1","1","3","1","3","2,3,4"
"1601","2315","3","3","3","4094","3","48545","5","3","2","50",NULL,"0.91","3700","2",NULL,"8","1","1","3","1","3","2,3,4"
"1602","2316","3","3","3","31381","3","239624","5","3","2","222","0.67",NULL,NULL,"2",NULL,"8","1","1","3","1","3","2,3,4"
"1603","2317","3","3","3","34000","3","268205","5","3","2","271","0.5","0.9","97166","2",NULL,"8","1","1","1","1","3","2,3,4"
"1604","2318","3","3","3","5114","3","34212","5","3","2","31","0.6",NULL,NULL,"2",NULL,"8","1","1","3","1","3","2,3,4"
"1605","2319","1","3","3","15733","3","98331","5","3","2","90","0.32",NULL,NULL,"2",NULL,"8","1","1","3","1","3","2,3,4"
"1606","2320","3","5","5",NULL,"1",NULL,"1","1","1","7667",NULL,NULL,"7889952","2",NULL,"25","44","1","1","1","3","2,3,4"
"1608","2322","3","5","5",NULL,"1","562176","2","3","1","2",NULL,NULL,"543400","2",NULL,"54","1","1","3","1","3","2,3,4"
"1609","2323","3","5","5",NULL,"1","1468130","2","3","1","200",NULL,NULL,"178651","2",NULL,"38","1","1","3","1","3","2,3,4"
"1610","2324","3","5","5",NULL,"1",NULL,"1","1","1","10258",NULL,NULL,"15840006","2",NULL,"19","33","44","2","3","3","2,3,4"
"1611","2325","3","5","5",NULL,"1",NULL,"1","1","1","1057",NULL,NULL,"1834242","2",NULL,"14","1","1","1","1","3","2,3,4"
"1612","2326","3","5","5",NULL,"1",NULL,"1","1","1","891",NULL,NULL,"851927","2",NULL,"14","24","1","3","1","3","2,3,4"
"1613","2327","3","5","5",NULL,"1","4872","2","3","1","49",NULL,NULL,"194000","2",NULL,"25","1","1","1","1","3","2,3,4"
"1614","2328","3","5","5",NULL,"1",NULL,"1","1","1","7",NULL,NULL,"272700","2",NULL,"44","1","1","3","3","3","2,3,4"
"1615","2329","3","5","5",NULL,"1","58562","2","3","1","95",NULL,NULL,"493444","2",NULL,"19","1","1","3","1","3","2,3,4"
"1616","2330","3","5","5",NULL,"1","7587","2","3","1","113",NULL,NULL,"434109","2",NULL,"45","1","1","3","2","3","2,3,4"
"1617","2331","3","5","5",NULL,"1","661388","2","3","1","17",NULL,NULL,"529550","2",NULL,"54","1","1","2","1","3","2,3,4"
"1618","2332","3","5","5",NULL,"1",NULL,"1","1","7","380",NULL,NULL,"973217","2",NULL,"54","1","1","2","1","3","2,3,4"
"1619","2333","3","5","5",NULL,"1","49436","2","3","1","15",NULL,NULL,"555905","2",NULL,"54","1","1","3","3","3","2,3,4"
"1620","2334","3","5","5",NULL,"1","556047","2","3","1","15",NULL,NULL,"288880","2",NULL,"7","1","1","2","1","3","2,3,4"
"1621","2335","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"10000000","2",NULL,"39","1","1","2","2","3","2,3,4"
"1622","2336","3","5","5",NULL,"1","6559829","2","3","1",NULL,NULL,NULL,"7205972","2",NULL,"38","1","1","3","2","3","2,3,4"
"1623","2337","3","5","5",NULL,"1","274894","2","3","1","17",NULL,NULL,"99516","2",NULL,"45","1","1","1","2","3","2,3,4"
"1624","2338","3","5","5",NULL,"1","610569","2","3","1","386",NULL,NULL,"587157","2",NULL,"38","53","1","1","1","3","2,3,4"
"1625","2339","3","5","5",NULL,"1","495","2","3","1","24",NULL,NULL,"44246","2",NULL,"9","7","1","3","1","3","2,3,4"
"1626","2340","3","5","5",NULL,"1",NULL,"1","3","1",NULL,NULL,NULL,"12800","2",NULL,"24","38","7","1","1","3","2,3,4"
"1627","2341","3","5","5",NULL,"1","1396","2","3","1","74",NULL,NULL,"84687","2",NULL,"18","1","1","1","1","3","2,3,4"
"1628","2342","3","5","5",NULL,"1",NULL,"1","3","1",NULL,NULL,NULL,"20305","2",NULL,"7","1","1","1","1","3","2,3,4"
"1629","2343","3","5","5",NULL,"1","119598","2","3","10","79995",NULL,NULL,"11217889","2",NULL,"44","38","1","2","1","3","2,3,4"
"1630","2344","3","5","5",NULL,"1","3100","2","3","1","3846",NULL,NULL,"2150486","2",NULL,"38","1","1","3","1","3","2,3,4"
"1631","2345","3","5","5",NULL,"1",NULL,"1","3","4","467",NULL,NULL,"599476","2",NULL,"38","1","1","1","1","3","2,3,4"
"1632","2346","3","5","5",NULL,"1","222","2","3","1","13",NULL,NULL,"54781","2",NULL,"7","1","1","1","1","3","2,3,4"
"1633","2347","3","5","5",NULL,"1","33","2","3","1","28",NULL,NULL,"120358","2",NULL,"38","1","1","1","1","3","2,3,4"
"1634","2348","3","5","5",NULL,"1",NULL,"1","3","1","42",NULL,NULL,"139925","2",NULL,"38","1","1","1","1","3","2,3,4"
"1635","2349","3","5","5",NULL,"1","1040","2","3","1","62",NULL,NULL,"361146","2",NULL,"7","1","1","1","1","3","2,3,4"
"1636","2350","3","5","5",NULL,"1","650","2","3","1","33",NULL,NULL,"68675","2",NULL,"19","1","1","1","1","3","2,3,4"
"1637","2351","3","5","5",NULL,"1","4163","2","3","1","293",NULL,NULL,"431300","2",NULL,"25","9","21","2","1","3","2,3,4"
"1638","2352","3","5","5",NULL,"1","4417","2","3","1","313",NULL,NULL,"426975","2",NULL,"25","21","1","3","1","3","2,3,4"
"1639","2353","3","5","5",NULL,"1","6099","2","3","1","429",NULL,NULL,"264058","2",NULL,"19","1","1","1","1","3","2,3,4"
"1640","2354","3","5","5",NULL,"1","3327","2","3","1","234",NULL,NULL,"246100","2",NULL,"25","21","9","1","1","3","2,3,4"
"1641","2355","3","5","5",NULL,"1","6393","2","3","4","449",NULL,NULL,"1080404","2",NULL,"25","9","1","3","1","3","2,3,4"
"1642","2356","3","5","5",NULL,"1","16216","2","3","4","1019",NULL,NULL,"837285","2",NULL,"25","19","9","3","1","3","2,3,4"
"1643","2357","3","5","5",NULL,"1","16884","2","3","1","1249",NULL,NULL,"705742","2",NULL,"25","21","1","3","1","3","2,3,4"
"1644","2358","3","5","5",NULL,"1","1197","2","3","1","1197",NULL,NULL,"106691","2",NULL,"9","1","1","1","1","3","2,3,4"
"1645","2359","3","5","5",NULL,"1","8128","2","3","1","601",NULL,NULL,"351050","2",NULL,"25","21","1","1","1","3","2,3,4"
"1646","2360","3","5","5",NULL,"1","2268","2","3","4","159",NULL,NULL,"171079","2",NULL,"19","1","1","1","1","3","2,3,4"
"1647","2361","3","5","5",NULL,"1","1197","2","3","1","84",NULL,NULL,"95801","2",NULL,"9","1","1","1","1","3","2,3,4"
"1648","2362","3","5","5",NULL,"1","1197","2","3","1","84",NULL,NULL,"104279","2",NULL,"9","1","1","1","1","3","2,3,4"
"1649","2363","3","5","5",NULL,"1","2147","2","3","1","150",NULL,NULL,"412090","2",NULL,"25","19","1","3","1","3","2,3,4"
"1650","2364","3","5","5",NULL,"1","5130","2","3","1","361",NULL,NULL,"250921","2",NULL,"9","1","1","1","1","3","2,3,4"
"1651","2365","3","5","5",NULL,"1","2394","2","3","1","168",NULL,NULL,"196668","2",NULL,"9","1","1","1","1","3","2,3,4"
"1652","2366","3","5","5",NULL,"1","6327","2","3","1","445",NULL,NULL,"364097","2",NULL,"9","1","1","1","1","3","2,3,4"
"1653","2367","3","5","5",NULL,"1","2474","2","3","1","174",NULL,NULL,"194643","2",NULL,"9","1","1","1","1","3","2,3,4"
"1654","2368","3","5","5",NULL,"1","4275","2","3","1","301",NULL,NULL,"194712","2",NULL,"9","1","1","1","1","3","2,3,4"
"1655","2369","3","5","5",NULL,"1","1197","2","3","1","84",NULL,NULL,"101300","2",NULL,"9","1","1","1","1","3","2,3,4"
"1656","2370","3","5","5",NULL,"1","1197","2","3","1","84",NULL,NULL,"94342","2",NULL,"9","1","1","1","1","3","2,3,4"
"1657","2371","3","5","5",NULL,"1","1783","2","3","1","107",NULL,NULL,"342068","2",NULL,"7","1","1","1","1","3","2,3,4"
"1658","2372","3","5","5",NULL,"1","3984","2","3","1","280",NULL,NULL,"391099","2",NULL,"25","21","1","3","1","3","2,3,4"
"1659","2373","3","5","5",NULL,"1","446","2","3","1","31",NULL,NULL,"127998","2",NULL,"7","29","1","3","1","3","2,3,4"
"1660","2374","3","5","5",NULL,"1","4123","2","3","4","618",NULL,NULL,"1438883","2",NULL,"50","12","1","3","1","3","2,3,4"
"1661","2375","2","5","5",NULL,"1",NULL,"1","3","1",NULL,NULL,NULL,"66500","2",NULL,"38","1","1","1","1","3","2,3,4"
"1662","2376","2","5","5",NULL,"1",NULL,"1","3","1",NULL,NULL,NULL,"137794","2",NULL,"12","38","1","1","1","3","2,3,4"
"1663","2377","3","5","5",NULL,"1","2989","2","3","1","180",NULL,NULL,"326065","2",NULL,"24","22","4","1","1","3","2,3,4"
"1664","2378","3","5","5",NULL,"1",NULL,"1","3","1",NULL,NULL,NULL,"12324","2",NULL,"3","1","1","3","1","3","2,3,4"
"1665","2379","3","5","5",NULL,"1","1305","2","3","1","78",NULL,NULL,"80494","2",NULL,"18","1","1","3","1","3","2,3,4"
"1666","2380","3","5","5",NULL,"1","1606","2","3","1","95",NULL,NULL,"600900","2",NULL,"24","7","18","3","1","3","2,3,4"
"1667","2381","3","5","5",NULL,"1","1339","2","3","8","80",NULL,NULL,"780050","2",NULL,"9","12","1","3","1","3","2,3,4"
"1668","2382","3","5","5",NULL,"1","1241","2","3","8","75",NULL,NULL,"265890","2",NULL,"11","7","1","1","1","3","2,3,4"
"1669","2383","3","5","5",NULL,"1",NULL,"1","3","1",NULL,NULL,NULL,"45360","2",NULL,"19","1","1","3","1","3","2,3,4"
"1670","2384","3","5","5",NULL,"1",NULL,"1","3","4",NULL,NULL,NULL,"74700","2",NULL,"56","1","1","1","1","3","2,3,4"
"1671","2385","3","5","5",NULL,"1",NULL,"1","3","8",NULL,NULL,NULL,"27200","2",NULL,"21","1","1","1","1","3","2,3,4"
"1672","2386","3","5","5",NULL,"1","1863","2","3","1","112",NULL,NULL,"726990","2",NULL,"24","1","1","3","1","3","2,3,4"
"1673","2387","3","5","5",NULL,"1",NULL,"1","3","1",NULL,NULL,NULL,"97300","2",NULL,"19","1","1","1","1","3","2,3,4"
"1674","2388","3","5","5",NULL,"1","2698","2","3","1","163",NULL,NULL,"365740","2",NULL,"24","1","1","1","1","3","2,3,4"
"1675","2389","3","5","5",NULL,"1","9483","2","3","1","1144",NULL,NULL,"511800","2",NULL,"19","1","1","3","1","3","2,3,4"
"1676","2390","3","5","5",NULL,"1","126776","2","3","1","8714",NULL,NULL,"3523614","2",NULL,"17","1","1","3","1","3","2,3,4"
"1677","2391","3","5","5",NULL,"1","169084","2","3","1","10301",NULL,NULL,"4510900","2",NULL,"24","1","1","3","3","3","2,3,4"
"1678","2392","3","5","5",NULL,"1",NULL,"1","3","1",NULL,NULL,NULL,"152811","2",NULL,"19","1","1","3","1","3","2,3,4"
"1679","2393","3","5","5",NULL,"1","22741","2","3","1","1683",NULL,NULL,"1200000","2",NULL,"19","1","1","3","1","3","2,3,4"
"1680","2394","3","5","5",NULL,"1","778286","2","3","4","60955",NULL,NULL,"18000000","2",NULL,"19","21","1","3","3","3","2,3,4"
"1681","2395","3","5","5",NULL,"1","263218","2","3","4","62050",NULL,NULL,"25670000","2",NULL,"44","12","1","3","3","3","2,3,4"
"1682","2396","3","5","5",NULL,"1",NULL,"1","3","1",NULL,NULL,NULL,"49737","2",NULL,"24","1","1","2","1","3","2,3,4"
"1683","2397","3","3","5",NULL,"1","111024","2","3","1","6900",NULL,NULL,"75840","2",NULL,"21","50","1","3","1","3","2,3,4"
"1684","2398","3","5","5","316111","3",NULL,"1","3","1","8443",NULL,"15","4742330","2",NULL,"38","1","1","3","1","3","2,3,4"
"1686","2400","3","5","5",NULL,"1","112268","2","3","4","7977","0.3",NULL,"4999885","2",NULL,"21","24","1","3","1","3","2,3,4"
"1687","2401","3","5","5",NULL,"1","215","2","3","3","13",NULL,NULL,"48468","2",NULL,"7","1","1","3","1","3","2,3,4"
"1688","2402","3","5","5",NULL,"1","514","2","3","3","31",NULL,NULL,"48952","2",NULL,"24","25","1","1","1","3","2,3,4"
"1689","2403","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"21805","2",NULL,"7","1","1","1","1","3","2,3,4"
"1690","2404","3","5","5",NULL,"1","740","2","3","3","44",NULL,NULL,"227000","2",NULL,"7","1","1","1","1","3","2,3,4"
"1691","2405","3","5","5",NULL,"1","644","2","3","3","38",NULL,NULL,"234351","2",NULL,"7","1","1","1","1","3","2,3,4"
"1692","2406","3","5","5",NULL,"1","2981","2","3","1","210",NULL,NULL,"568490","2",NULL,"18","19","1","3","1","3","2,3,4"
"1693","2407","3","5","5",NULL,"1","11305","2","3","1","836",NULL,NULL,"434903","2",NULL,"17","7","24","3","1","3","2,3,4"
"1694","2408","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"121544","2",NULL,"50","38","1","1","1","3","2,3,4"
"1695","2409","3","5","5",NULL,"1","2102","2","3","1","148",NULL,NULL,"502150","2",NULL,"50","38","1","3","1","3","2,3,4"
"1696","2410","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"36850","2",NULL,"50","38","1","1","1","3","2,3,4"
"1697","2411","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"34950","2",NULL,"38","1","1","1","1","3","2,3,4"
"1698","2412","2","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"23170","2",NULL,"38","1","1","1","1","3","2,3,4"
"1699","2413","2","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"43238","2",NULL,"38","1","1","1","1","3","2,3,4"
"1700","2414","2","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"49900","2",NULL,"50","38","1","1","1","3","2,3,4"
"1701","2415","2","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"31275","2",NULL,"50","38","1","1","1","3","2,3,4"
"1702","2416","2","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"46380","2",NULL,"50","38","1","1","1","3","2,3,4"
"1703","2417","2","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"29600","2",NULL,"50","38","1","1","1","3","2,3,4"
"1705","2419","2","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"24000","2",NULL,"50","38","1","1","1","3","2,3,4"
"1706","2420","2","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"30800","2",NULL,"38","1","1","1","1","3","2,3,4"
"1707","2421","2","5","5",NULL,"1",NULL,"1","1","1","52",NULL,NULL,"90499","2",NULL,"38","1","1","1","1","3","2,3,4"
"1708","2422","2","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"29600","2",NULL,"50","38","1","1","1","3","2,3,4"
"1709","2423","3","5","5",NULL,"1",NULL,"1","1","1","267",NULL,NULL,NULL,"1",NULL,"14","24","1","3","1","3","2,3,4"
"1710","2424","3","5","5",NULL,"1",NULL,"1","1","1","190",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1711","2425","3","5","5",NULL,"1",NULL,"1","1","1","1078",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1712","2426","3","5","5",NULL,"1",NULL,"1","1","1","839",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1713","2427","3","5","5",NULL,"1",NULL,"1","1","1","930",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1714","2428","3","5","5",NULL,"1",NULL,"1","1","1","920",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1715","2429","3","5","5",NULL,"1",NULL,"1","1","1","557",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1716","2430","3","5","5",NULL,"1",NULL,"1","1","1","353",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1717","2431","3","5","5",NULL,"1",NULL,"1","1","1","292",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1718","2432","3","5","5",NULL,"1",NULL,"1","1","1","157",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1719","2433","3","5","5",NULL,"1",NULL,"1","1","1","1002",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1720","2434","3","5","5",NULL,"1",NULL,"1","1","1","688",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1721","2435","3","5","5",NULL,"1",NULL,"1","1","1","1198",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1722","2436","3","5","5",NULL,"1",NULL,"1","1","1","136",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1723","2437","3","5","5",NULL,"1",NULL,"1","1","1","1086",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1724","2438","3","5","5",NULL,"1",NULL,"1","1","1","659",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1725","2439","3","5","5",NULL,"1",NULL,"1","1","1","203",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1726","2440","3","5","5",NULL,"1",NULL,"1","1","1","130",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1727","2441","3","5","5",NULL,"1",NULL,"1","1","1","260",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1728","2442","3","5","5",NULL,"1","1574","2","3","2","159",NULL,NULL,NULL,"1",NULL,"14","24","1","1","1","3","2,3,4"
"1729","2443","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"32300","2",NULL,"38","1","1","3","1","3","2,3,4"
"1730","2444","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"2668","2",NULL,"7","1","1","1","1","3","2,3,4"
"1731","2445","3","5","5",NULL,"1","1536","2","3","1","97",NULL,NULL,"197513","2",NULL,"19","7","1","3","1","3","2,3,4"
"1732","2446","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"2714","2",NULL,"7","1","1","1","1","3","2,3,4"
"1733","2447","3","5","5",NULL,"1","1071","2","3","1","73",NULL,NULL,"58276","2",NULL,"9","18","1","3","1","3","2,3,4"
"1734","2448","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"35740","2",NULL,"38","1","1","3","1","3","2,3,4"
"1735","2449","3","5","5",NULL,"1","311","2","3","1","21",NULL,NULL,"61958","2",NULL,"12","9","1","3","1","3","2,3,4"
"1736","2450","3","5","5",NULL,"1","1909","2","3","1","117",NULL,NULL,"170027","2",NULL,"19","9","1","3","1","3","2,3,4"
"1737","2451","3","5","5",NULL,"1","3241","2","3","1","232",NULL,NULL,"131159","2",NULL,"18","9","19","3","1","3","2,3,4"
"1738","2452","3","5","5",NULL,"1","2221","2","3","1","153",NULL,NULL,"264742","2",NULL,"19","8","1","1","1","3","2,3,4"
"1739","2453","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"2518","2",NULL,"7","8","9","1","1","3","2,3,4"
"1740","2454","3","5","5",NULL,"1","2579","2","3","1","186",NULL,NULL,"156320","2",NULL,"9","18","1","3","1","3","2,3,4"
"1741","2455","3","5","5",NULL,"1","162","2","3","1","11",NULL,NULL,"79336","2",NULL,"9","1","1","3","1","3","2,3,4"
"1742","2456","3","5","5",NULL,"1","4320","2","3","1","1300",NULL,NULL,"3750000","2",NULL,"14","24","1","2","1","3","2,3,4"
"1743","2457","3","5","5",NULL,"1","454","2","3","1","1400",NULL,NULL,"1888000","2",NULL,"14","24","1","3","1","3","2,3,4"
"1744","2462","3","3","3","620100","3","15500","12","3","2","16600",NULL,"2","1225000","2",NULL,"18","13","1","3","1","3","2,3,4"
"1745","2463","3","3","3","15000","3","272000","5","3","2",NULL,NULL,"1.3","20000","2",NULL,"11","1","1","1","1","3","2,3,4"
"1746","2464","3","3","3","106000","3",NULL,"1","3","1",NULL,"0.19","1.1","116000","2",NULL,"11","1","1","1","1","3","2,3,4"
"1747","2465","3","3","3","160000","3","2400000","5","3","2",NULL,"0.08","0.67","105000","2",NULL,"11","1","1","1","1","3","2,3,4"
"1748","2466","3","3","3","457000","3","4501516","5","3","2",NULL,NULL,"1.17","521000","2",NULL,"11","1","1","3","1","3","2,3,4"
"1749","2467","3","3","3","560000","3",NULL,"1","3","1",NULL,"0.115",NULL,NULL,"2",NULL,"11","1","1","1","1","3","2,3,4"
"1750","2468","3","3","3","17743157","3",NULL,"1","3","1",NULL,NULL,"0.9","16000000","2",NULL,"21","3","17","3","1","3","2,3,4"
"1751","2469","3","3","3","136000","3","1200000","5","3","2",NULL,NULL,"1.8","246000","2",NULL,"11","1","1","3","1","3","2,3,4"
"1752","2470","3","3","3","528400","3","50070","11","3","3",NULL,"0.2","1.8","820000","2",NULL,"21","24","11","1","1","3","2,3,4"
"1753","2471","3","3","3","2500000","3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2",NULL,"3","19","1","3","1","3","2,3,4"
"1754","2472","3","3","3","103736","3","3350000","5","3","2",NULL,"0.12","0",NULL,"2",NULL,"18","1","1","3","1","3","2,3,4"
"1755","2473","3","3","3","843000","3","7828200","5","3","1",NULL,NULL,"0.5","393000","2",NULL,"21","3","11","3","1","3","2,3,4"
"1756","2474","3","3","3","60000","3",NULL,"1","3","1",NULL,NULL,"0.9","55000","2",NULL,"13","1","1","3","1","3","2,3,4"
"1757","2475","3","3","3","73200","3","716000","5","3","2",NULL,NULL,"1.14","83500","2",NULL,"11","1","1","3","1","3","2,3,4"
"1758","2476","3","3","3","5000000","3",NULL,"1","3","1","92000",NULL,NULL,NULL,"2",NULL,"44","33","1","3","3","3","2,3,4"
"1759","2477","3","3","3","165000","3","1075000","5","3","2",NULL,NULL,"2","336000","2",NULL,"11","1","1","3","1","3","2,3,4"
"1760","2478","3","3","3","400000","3","7900000","5","3","2",NULL,"0.035",NULL,NULL,"2",NULL,"11","1","1","3","1","3","2,3,4"
"1761","2479","3","3","3","11225","3","225","12","3","2",NULL,NULL,"4","44966","2",NULL,"16","1","1","3","1","3","2,3,4"
"1762","2480","3","3","3","395000","3","7200000","5","3","2",NULL,NULL,"2","800000","2",NULL,"11","1","1","3","1","3","2,3,4"
"1763","2481","3","3","3","4500000","3",NULL,"1","3","1",NULL,NULL,NULL,NULL,"2","2600000","32","1","1","3","4","3","2,3,4"
"1764","2482","3","3","3","85260","3","2436000","5","3","2","2463",NULL,"0.5","44000","2",NULL,"18","1","1","3","1","3","2,3,4"
"1765","2483","3","3","3","400000","3","10000","12","3","2",NULL,NULL,"15","6000000","2",NULL,"33","1","1","3","2","3","2,3,4"
"1766","2484","3","3","3","226000","3","3420000","5","3","2","181",NULL,"4.4","1000000","2",NULL,"11","1","1","3","1","3","2,3,4"
"1768","2486","2","2","2","203800","3","2814","12","3","2","767",NULL,"3.4","693500","2",NULL,"33","24","15","3","2","3","2,3,4"
"1770","2488","2","2","2","6395","3",NULL,"1","3","1",NULL,NULL,NULL,"70900","2",NULL,"13","1","1","3","1","3","2,3,4"
"1771","2489","2","2","2",NULL,"3","62500","9","3","3",NULL,"0.49",NULL,"249320","2",NULL,"7","9","1","3","1","3","2,3,4"
"1772","2490","2","2","2",NULL,"3","41400","7","3","4",NULL,NULL,NULL,"90000","2",NULL,"38","1","1","3","1","3","2,3,4"
"1773","2491","2","2","2",NULL,"3","500","12","3","4",NULL,NULL,NULL,"322500","2",NULL,"12","18","1","3","1","3","2,3,4"
"1774","2492","2","2","2","363400","3","5800","12","3","2",NULL,NULL,"2.4","861500","2",NULL,"7","27","1","3","1","3","2,3,4"
"1775","2493","2","2","2",NULL,"3","72850","5","3","2",NULL,NULL,NULL,"43550","2",NULL,"8","1","1","3","1","3","2,3,4"
"1776","2494","2","2","2","60000","3",NULL,"1","3","1","600",NULL,"18","1078000","2",NULL,"50","38","1","3","1","3","2,3,4"
"1777","2495","1","2","2","23","3",NULL,"1","3","2",NULL,NULL,"30","6758","2",NULL,"8","1","1","3","1","3","2,3,4"
